state,schoolName,campus,nsaCert,programName,programUrl
"North Dakota","Bismarck State College","Bismarck, North Dakota","","Associate in Applied Science in Cybersecurity & Computer Networks","https://bismarckstate.edu/academics/programs/careertechnicalprograms/computersupport/"
"North Dakota","North Dakota State College of Science","Wahpeton, North Dakota","","Certificate in IT Forensics and Security","https://www.ndscs.edu/academics/things-to-know-academics/academic-clusters-departments/information-and-communications-technology/options-information-and-communications-technology/#option:it-forensics"
"North Dakota","Rasmussen College","Fargo, North Dakota","","Bachelor of Science in Information Security","https://www.rasmussen.edu/degrees/technology/cyber-security/"
"North Dakota","Rasmussen College","Fargo, North Dakota","","Bachelor of Science in Information Technology Management – Network Security Specialization","https://www.rasmussen.edu/degrees/technology/"
"North Dakota","University of North Dakota","Grand Forks, North Dakota","","Bachelor of Science in Cyber Security","https://und.edu/programs/cyber-security-bs/index.html"
"North Dakota","University of North Dakota","Grand Forks, North Dakota","","Online Master of Science in Cyber Security","https://onlinedegrees.und.edu/masters-cyber-security/"
"Ohio","Air Force Institute of Technology-Graduate School of Engineering & Management","Wright-Patterson AFB, Ohio","NSACAE","Master of Science degree with a major in Cyber Operations","https://www.afit.edu/CCR/index.cfm"
"Ohio","Clark State Community College","Springfield, Ohio","NSACAE","Associate of Applied Science in CyberSecurity / Information Assurance","https://www.clarkstate.edu/academics/majors-programs/cybersecurityinformation-assurance-technology"
"Ohio","Franklin University","Columbus, Ohio","","Bachelor’s in Cyber Security","https://www.franklin.edu/degrees/bachelors/cybersecurity"
"Ohio","James A Rhodes State College","Lima, Ohio","","Associate of Applied Science in Network Security","http://www.rhodesstate.edu/Current%20Students/Academic%20Programs/Division%20of%20Business%20Technology%20and%20Public%20Service/Network%20Security.aspx"
"Ohio","Kent State University at Kent","Kent, Ohio","","Computer Forensics and Information Security (Post Secondary) Certificate","http://catalog.kent.edu/colleges/re/computer-forensics-information-security-undergraduate-certificate/"
"Ohio","Ohio State University-Main Campus","Columbus, Ohio","NSACAE","Bachelors of Science in Computer Science and Engineering (BS CSE) – Information and Computation Assurance","https://cse.osu.edu/current-students/undergraduate/majors"
"Ohio","Ohio State University-Main Campus","Columbus, Ohio","NSACAE","Bachelors of Science with a major in Computer and Information Science (BS CIS) – Information and Computation Assurance","https://cse.osu.edu/current-students/undergraduate/majors"
"Ohio","Sinclair Community College","Dayton, Ohio","NSACAE","Information Systems Security – Short Term Certificate","http://www.sinclair.edu/academics/divisions/BPS/CIS/"
"Ohio","Sinclair Community College","Dayton, Ohio","NSACAE","Linux Security and Networking – Short Term Certificate","http://www.sinclair.edu/academics/divisions/BPS/CIS/"
"Ohio","Sinclair Community College","Dayton, Ohio","NSACAE","Secure System Administration – Associate of Applied Science","http://www.sinclair.edu/academics/divisions/BPS/CIS/"
"Ohio","Terra State Community College","Fremont, Ohio","NSACAE","Associate of Applied Science in Computer Information Systems – Cyber Defense","http://terra.edu/about_us/why_terra_state/cyberdefense.php"
"Ohio","Terra State Community College","Fremont, Ohio","NSACAE","Associate of Applied Science in Systems and Networking Support – Cyber Defense","http://terra.edu/about_us/why_terra_state/cyberdefense.php"
"Ohio","University of Cincinnati","Cincinnati, Ohio","","Cyber Operations Certificate","https://ceas.uc.edu/research/centers-labs/center-of-academic-excellence-in-cyber-operations/education.html"
"Ohio","Wright State University","Celina, Ohio","","Cyber Security Analytics Certificate","https://engineering-computer-science.wright.edu/computer-science-and-engineering/graduate-level-certificate-in-cyber-security"
"Ohio","Wright State University","Celina, Ohio","","Master of Science in Cyber Security","https://engineering-computer-science.wright.edu/computer-science-and-engineering/master-of-science-in-cyber-security"
"Oklahoma","Cameron University","Lawton, Oklahoma","","Associate in Applied Science in IT – Information Assurance/Security","http://www.cameron.edu/cybersecurity/degrees"
"Oklahoma","Cameron University","Lawton, Oklahoma","","Bachelor of Science in IT – Information Assurance/Security","http://www.cameron.edu/cybersecurity/degrees"
"Oklahoma","Northeastern State University","Tahlequah, Oklahoma","","Bachelor of Science in Cyber Security","https://academics.nsuok.edu/criminaljustice/Degree-Programs/Cyber-Security"
"Oklahoma","Oklahoma City Community College","Oklahoma City, Oklahoma","NSACAE","Cyber/Information Security Certificate of Mastry","http://occc.edu/academics/programs/cyber-information-security.html"
"Oklahoma","Oklahoma City Community College","Oklahoma City, Oklahoma","NSACAE","OCCC Associate Degree in Applied Science in Cyber Information Security","http://www.occc.edu/catalog/2015-2016/degree-programs/information-technology/computer-science-cyberinformation-security-aas.html"
"Oklahoma","Oklahoma City Community College","Oklahoma City, Oklahoma","NSACAE","OCCC Associate Degree in Science in Cyber Information Security","http://www.occc.edu/catalog/2015-2016/degree-programs/information-technology/computer-science-cyberinformation-security-option-transferring-to-osu-it-and-colleges-with-similar-patterns-as.html"
"Oklahoma","Oklahoma State University Institute of Technology-Okmulgee","Okmulgee, Oklahoma","","Bachelor of Technology in Information Technologies – Cybersecurity and Digital Forensics","https://osuit.edu/it/cybersecurity.php"
"Oklahoma","Oklahoma State University-Main Campus","Stillwater, Oklahoma","NSACAE","Graduate Certificate in Information Assurance","https://business.okstate.edu/online/graduate/programs/certificates.html"
"Oklahoma","Oklahoma State University-Main Campus","Stillwater, Oklahoma","NSACAE","Management Information Systems bachelor’s degree – Information Assurance Emphasis","https://go.okstate.edu/undergraduate-academics/majors/management-information-systems.html"
"Oklahoma","Oklahoma State University-Main Campus","Stillwater, Oklahoma","NSACAE","Master of Science in Information Assurance","https://business.okstate.edu/watson/msia/"
"Oklahoma","Oklahoma State University-Oklahoma City","Oklahoma City, Oklahoma","","Associate in Applied Science in Information Technology – Computer Forensics Option","https://osuokc.edu/infotech"
"Oklahoma","Rose State College","Midwest City, Oklahoma","NSACAE","Information Security Certificate Program","https://www.rose.edu/content/academics/academic-divisions/business-information-technology/cyber-securitydigital-forensics/information-security-certificate-program/"
"Oklahoma","University of Tulsa","Tulsa, Oklahoma","NSACAE","Master of Science in Cyber Security","https://engineering.utulsa.edu/computer-science/cyber-security-programs/"
"Oregon","George Fox University","Newberg, Oregon","","Bachelor of Science in Computer Science – Cyber Security Concentration","https://www.georgefox.edu/college-admissions/academics/major/cyber-security-concentration.html"
"Oregon","Lane Community College","Eugene, Oregon","","Associate of Applied Science in Computer Network Operations","https://www.lanecc.edu/sites/default/files/collegecatalog/ctcomputernetworkops.pdf"
"Oregon","Linfield College","McMinnville, Oregon","","Certificate in Cyber Security and Digital Forensics","https://www.linfield.edu/dce/certificates/cyber-security-and-digital-forensics-certificate.html"
"Oregon","Mt Hood Community College","Gresham, Oregon","NSACAE","Associate of Applied Science in CyberSecurity and Networking","https://www.mhcc.edu/CyberSecurityNetworkingCurriculum/"
"Oregon","Mt Hood Community College","Gresham, Oregon","NSACAE","Business Cyber Vulnerability Analyst Certificate","https://www.mhcc.edu/BusinessCyberVulnerabilityAnalystCurriculum/"
"Oregon","Mt Hood Community College","Gresham, Oregon","NSACAE","Network and Firewall-Security Technician Certificate","https://www.mhcc.edu/NetworkFirewallSecurityTechnicianCurriculum/"
"Oregon","Portland Community College","Portland, Oregon","NSACAE","Certificate in Cybersecurity Fundamentals","https://www.pcc.edu/programs/computer-info/cyber-security.html"
"Oregon","Portland State University","Portland, Oregon","","Graduate Certificate in Computer Security","https://www.pdx.edu/computer-science/graduate-computer-security-certificate"
"Oregon","Umpqua Community College","Roseburg, Oregon","","Associate of Applied Science in Computer Information Systems – Cybersecurity","https://www.umpqua.edu/cybersecurity?utm_source=News-job-security&utm_medium=website&utm_campaign=Cybersecurity-1"
"Oregon","University of Oregon","Eugene, Oregon","NSACAE","Bachelor of Science in Computer and Information Science – Security Track","http://uocatalog.uoregon.edu/arts_sciences/computerandinfoscience/#undergraduatetext"
"Pennsylvania","Bloomsburg University of Pennsylvania","Bloomsburg, Pennsylvania","NSACAE","Bachelor’s in Digital Forensics","https://www.bloomu.edu/digital-forensics"
"Pennsylvania","Butler County Community College","Butler, Pennsylvania","","Associate in Applied Science in Computer Information Systems – Computer Forensics and Security","https://www.bc3.edu/programs-classes/degrees/tech/forensics.html"
"Pennsylvania","Carnegie Mellon University","Pittsburgh, Pennsylvania","NSACAE","Kobe Valley Master of Science in Information Technology – Information Security","https://www.cmu.edu/ini/academics/msitkobe/"
"Pennsylvania","Carnegie Mellon University","Pittsburgh, Pennsylvania","NSACAE","Master of Science in Information Networking (MSIN)","https://www.cmu.edu/ini/academics/msin/"
